cell_id,cycle,capacity,soh,voltage_mean,voltage_max,voltage_min,voltage_std,current_mean,current_max,current_min,current_std,temp_mean,temp_max,temp_min,temp_std,discharge_time,ambient_temperature
B0018,1,1.8458,0.995,3.5202,4.2,2.6984,0.4202,-1.982,0.0,-2.0164,0.65,24.1423,35.8996,23.7127,3.5315,3331.75,24.0
B0018,2,1.8385,0.9911,3.519,4.1999,2.6934,0.4204,-1.972,0.0,-2.0188,0.65,24.4894,35.6816,23.8025,3.4903,3293.88,24.0
B0018,3,1.8303,0.9867,3.5096,4.1999,2.698,0.4206,-1.9767,0.0,-2.0177,0.65,24.846,35.8251,23.8673,3.6798,3277.95,24.0
B0018,4,1.8246,0.9836,3.5139,4.1998,2.6969,0.4208,-1.9689,0.0,-2.0109,0.65,24.819,35.8559,23.8354,3.4648,3279.99,24.0
B0018,5,1.8209,0.9816,3.5172,4.1998,2.6976,0.421,-1.9884,0.0,-2.0133,0.65,24.6371,35.7259,23.7729,3.5903,3264.15,24.0
B0018,6,1.8138,0.9778,3.522,4.1998,2.6993,0.4212,-1.9891,0.0,-2.0086,0.65,24.6902,36.2208,23.641,3.5045,3265.93,24.0
B0018,7,1.8088,0.9751,3.5085,4.1997,2.7037,0.4214,-1.968,0.0,-2.0096,0.65,24.7473,36.1664,23.7773,3.4463,3259.06,24.0
B0018,8,1.8083,0.9748,3.5142,4.1997,2.7019,0.4216,-1.9682,0.0,-2.0054,0.65,24.937,35.7567,23.8221,3.6453,3272.29,24.0
B0018,9,1.7984,0.9695,3.5068,4.1997,2.6993,0.4218,-1.9805,0.0,-2.0104,0.65,24.851,36.1357,23.7339,3.4803,3235.08,24.0
B0018,10,1.792,0.966,3.5014,4.1996,2.7028,0.422,-1.9857,0.0,-2.0117,0.65,24.6637,36.3338,23.8372,3.3074,3235.25,24.0
B0018,11,1.7844,0.962,3.5096,4.1996,2.7079,0.4222,-1.9677,0.0,-2.0175,0.65,24.6987,36.1926,23.7328,3.3597,3225.93,24.0
B0018,12,1.7716,0.955,3.5186,4.1995,2.6966,0.4224,-1.9981,0.0,-2.0081,0.65,24.7283,36.1084,23.7799,3.5243,3186.5,24.0
B0018,13,1.7741,0.9564,3.5128,4.1995,2.7129,0.4226,-1.9742,0.0,-2.0034,0.65,24.9241,36.1024,23.6881,3.4415,3190.82,24.0
B0018,14,1.7567,0.947,3.5015,4.1995,2.7134,0.4228,-1.9768,0.0,-2.0065,0.65,25.3945,36.429,23.7721,3.5186,3171.84,24.0
B0018,15,1.7526,0.9448,3.5055,4.1994,2.7054,0.423,-1.9767,0.0,-2.014,0.65,25.117,36.6119,23.8215,3.4825,3142.93,24.0
B0018,16,1.7598,0.9487,3.5004,4.1994,2.7112,0.4232,-1.9658,0.0,-2.008,0.65,25.0301,36.5198,23.8853,3.4919,3179.83,24.0
B0018,17,1.7609,0.9493,3.5025,4.1994,2.6982,0.4234,-1.9878,0.0,-2.0125,0.65,24.8736,36.6152,23.6876,3.4284,3186.32,24.0
B0018,18,1.7571,0.9472,3.5021,4.1993,2.7059,0.4236,-1.988,0.0,-2.0172,0.65,24.867,36.4495,23.8695,3.5357,3179.54,24.0
B0018,19,1.7593,0.9484,3.4943,4.1993,2.7117,0.4238,-1.9756,0.0,-2.0217,0.65,25.1844,36.9378,23.802,3.4571,3181.08,24.0
B0018,20,1.7484,0.9425,3.5,4.1992,2.7162,0.424,-1.9671,0.0,-2.01,0.65,24.8967,36.5927,23.7902,3.5039,3162.39,24.0
B0018,21,1.7411,0.9386,3.4876,4.1992,2.7135,0.4242,-1.975,0.0,-2.0128,0.65,24.9149,36.6095,23.834,3.3669,3136.26,24.0
B0018,22,1.7497,0.9432,3.4937,4.1992,2.7126,0.4244,-1.9848,0.0,-2.0146,0.65,25.193,36.9356,23.7822,3.6456,3156.06,24.0
B0018,23,1.7324,0.9339,3.499,4.1991,2.7133,0.4246,-1.9587,0.0,-2.0023,0.65,25.3274,36.6085,23.9151,3.4807,3139.74,24.0
B0018,24,1.7428,0.9395,3.5004,4.1991,2.7111,0.4248,-1.9922,0.0,-2.0141,0.65,25.077,37.0549,23.8027,3.3527,3131.66,24.0
B0018,25,1.7248,0.9298,3.4892,4.1991,2.7019,0.425,-1.9794,0.0,-2.0065,0.65,25.0151,36.9174,23.8413,3.4451,3095.48,24.0
B0018,26,1.7198,0.9271,3.4921,4.199,2.705,0.4252,-1.9858,0.0,-2.0054,0.65,25.2406,36.9765,23.5666,3.3547,3090.72,24.0
B0018,27,1.7204,0.9275,3.4834,4.199,2.7124,0.4254,-1.9658,0.0,-2.0204,0.65,25.4396,37.0605,23.8344,3.571,3098.82,24.0
B0018,28,1.7114,0.9226,3.4917,4.1989,2.7078,0.4256,-1.9791,0.0,-2.0106,0.65,25.505,37.0349,23.7957,3.5836,3088.04,24.0
B0018,29,1.7086,0.9211,3.4837,4.1989,2.7069,0.4258,-1.9795,0.0,-2.0107,0.65,25.5152,37.1322,23.8918,3.4284,3072.12,24.0
B0018,30,1.7015,0.9172,3.4906,4.1989,2.7155,0.426,-1.9813,0.0,-2.0147,0.65,25.3534,36.9681,23.6649,3.4821,3053.91,24.0
B0018,31,1.6945,0.9135,3.4829,4.1988,2.7161,0.4262,-1.9921,0.0,-2.0164,0.65,25.4798,36.7501,23.9622,3.5087,3039.28,24.0
B0018,32,1.6947,0.9136,3.4734,4.1988,2.7189,0.4264,-1.9744,0.0,-2.0075,0.65,25.5605,36.86,23.871,3.4549,3040.32,24.0
