cell_id,cycle,capacity,soh,voltage_mean,voltage_max,voltage_min,voltage_std,current_mean,current_max,current_min,current_std,temp_mean,temp_max,temp_min,temp_std,discharge_time,ambient_temperature
B0005,1,1.8501,0.9965,3.5184,4.2,2.7035,0.4202,-1.9648,0.0,-2.0112,0.65,24.4899,36.1486,23.8767,3.4624,3335.53,24.0
B0005,2,1.8411,0.9917,3.5159,4.1999,2.7018,0.4204,-1.9991,0.0,-2.0186,0.65,24.4657,35.6629,23.8314,3.4274,3299.86,24.0
B0005,3,1.8414,0.9918,3.5162,4.1999,2.7012,0.4206,-1.9942,0.0,-2.0127,0.65,24.5916,35.668,23.8376,3.4519,3311.54,24.0
B0005,4,1.83,0.9857,3.5257,4.1999,2.7011,0.4208,-1.9906,0.0,-2.0059,0.65,24.4169,35.9727,23.604,3.3937,3295.91,24.0
B0005,5,1.829,0.9852,3.5164,4.1999,2.7009,0.421,-1.983,0.0,-2.0174,0.65,24.517,35.8716,23.9057,3.5275,3274.61,24.0
B0005,6,1.823,0.9819,3.5127,4.1998,2.6984,0.4212,-1.9739,0.0,-2.0048,0.65,24.7897,35.8286,23.7691,3.5265,3291.14,24.0
B0005,7,1.8159,0.9781,3.5128,4.1998,2.6966,0.4214,-1.992,0.0,-2.0059,0.65,24.8784,36.0148,23.9004,3.5289,3262.23,24.0
B0005,8,1.8139,0.9771,3.5205,4.1998,2.7022,0.4216,-1.9644,0.0,-2.0231,0.65,24.8233,36.0793,23.7701,3.5073,3245.19,24.0
B0005,9,1.8078,0.9737,3.5137,4.1997,2.7101,0.4218,-1.9852,0.0,-2.014,0.65,24.6497,36.2777,23.8329,3.4576,3259.1,24.0
B0005,10,1.8044,0.9719,3.5159,4.1997,2.6995,0.422,-1.9833,0.0,-2.012,0.65,24.5305,36.1866,23.8261,3.5004,3245.52,24.0
B0005,11,1.7986,0.9688,3.5087,4.1997,2.7055,0.4222,-1.9817,0.0,-2.0089,0.65,24.4717,35.9715,23.9404,3.4985,3220.8,24.0
B0005,12,1.7958,0.9673,3.5216,4.1996,2.7026,0.4224,-1.977,0.0,-2.0102,0.65,24.6247,36.4214,23.8752,3.5633,3223.35,24.0
B0005,13,1.7957,0.9673,3.5154,4.1996,2.6995,0.4226,-1.9792,0.0,-2.0125,0.65,24.9635,36.5669,23.8874,3.5007,3228.62,24.0
B0005,14,1.7842,0.9611,3.5099,4.1996,2.6996,0.4228,-1.9645,0.0,-2.0139,0.65,24.8017,36.421,23.6769,3.5182,3224.69,24.0
B0005,15,1.7824,0.9601,3.5056,4.1996,2.6973,0.423,-1.9681,0.0,-2.0035,0.65,24.7449,36.4146,23.9217,3.5181,3216.84,24.0
B0005,16,1.7803,0.959,3.5021,4.1995,2.7141,0.4232,-1.9753,0.0,-2.016,0.65,24.9985,36.1289,23.8787,3.5927,3196.34,24.0
B0005,17,1.7768,0.9571,3.5095,4.1995,2.7007,0.4234,-1.9785,0.0,-2.0168,0.65,24.8092,36.5323,23.776,3.5968,3203.57,24.0
B0005,18,1.7708,0.9538,3.5175,4.1995,2.7085,0.4236,-1.9886,0.0,-2.0154,0.65,25.0224,36.3446,23.8714,3.5379,3186.74,24.0
B0005,19,1.7707,0.9538,3.5069,4.1994,2.7109,0.4238,-1.9834,0.0,-2.0146,0.65,24.8981,36.564,23.8092,3.5504,3204.91,24.0
B0005,20,1.7641,0.9502,3.4964,4.1994,2.7077,0.424,-1.9744,0.0,-2.0046,0.65,25.1581,36.1792,23.7062,3.5412,3180.57,24.0
B0005,21,1.7708,0.9538,3.5056,4.1994,2.7134,0.4242,-1.9799,0.0,-2.0033,0.65,25.1732,36.534,23.8176,3.4078,3172.35,24.0
B0005,22,1.755,0.9453,3.5008,4.1993,2.7181,0.4244,-1.9987,0.0,-2.0066,0.65,24.8081,36.4259,23.9089,3.5051,3148.17,24.0
B0005,23,1.7661,0.9513,3.4931,4.1993,2.7188,0.4246,-1.9616,0.0,-2.0032,0.65,25.1993,36.556,23.8442,3.5838,3172.75,24.0
B0005,24,1.7467,0.9408,3.498,4.1993,2.7097,0.4248,-1.9713,0.0,-2.016,0.65,25.0498,36.4907,23.7347,3.6412,3148.02,24.0
B0005,25,1.754,0.9448,3.5059,4.1993,2.7008,0.425,-1.9616,0.0,-2.0137,0.65,24.933,36.571,23.9872,3.4984,3147.87,24.0
B0005,26,1.741,0.9378,3.4905,4.1992,2.7159,0.4252,-1.9943,0.0,-2.0122,0.65,25.1696,36.9394,23.6564,3.5931,3133.87,24.0
B0005,27,1.7372,0.9358,3.4962,4.1992,2.7113,0.4254,-1.9787,0.0,-2.0195,0.65,25.3671,36.5609,24.0111,3.5549,3127.71,24.0
B0005,28,1.7354,0.9348,3.4919,4.1992,2.7073,0.4256,-1.9849,0.0,-2.0129,0.65,25.3274,36.7881,23.7307,3.572,3126.78,24.0
