cell_id,cycle,capacity,soh,voltage_mean,voltage_max,voltage_min,voltage_std,current_mean,current_max,current_min,current_std,temp_mean,temp_max,temp_min,temp_std,discharge_time,ambient_temperature
CS2_35,1,1.1162,1.0038,3.6534,4.2,2.7545,0.3801,-0.5475,0.0,-0.56,0.25,22.082,28.4579,20.9322,2.1303,7275.96,22.0
CS2_35,2,1.1113,0.9993,3.6524,4.2,2.7471,0.3802,-0.5491,0.0,-0.56,0.25,21.9166,28.3717,21.0764,2.1095,7303.46,22.0
CS2_35,3,1.114,1.0018,3.6529,4.2,2.7515,0.3803,-0.5415,0.0,-0.56,0.25,21.8068,28.3437,20.9892,2.1195,7294.34,22.0
CS2_35,4,1.1082,0.9966,3.6532,4.2,2.7504,0.3804,-0.5468,0.0,-0.56,0.25,22.0549,28.4488,20.9397,2.0528,7261.26,22.0
CS2_35,5,1.1067,0.9953,3.6594,4.2,2.7512,0.3805,-0.54,0.0,-0.56,0.25,21.9,28.5588,20.9091,2.1,7259.44,22.0
CS2_35,6,1.1058,0.9944,3.6474,4.2,2.7532,0.3806,-0.5392,0.0,-0.56,0.25,21.9498,28.4218,20.9723,2.1074,7230.45,22.0
CS2_35,7,1.1063,0.9949,3.6533,4.2,2.7454,0.3807,-0.5407,0.0,-0.56,0.25,21.8909,28.6325,21.0309,2.2042,7235.58,22.0
CS2_35,8,1.1048,0.9935,3.6509,4.2,2.7552,0.3808,-0.5502,0.0,-0.56,0.25,22.2636,28.396,20.9407,2.1094,7220.24,22.0
CS2_35,9,1.1007,0.9898,3.6553,4.2,2.7548,0.3809,-0.5607,0.0,-0.56,0.25,22.1537,28.7315,20.9163,2.1646,7182.47,22.0
CS2_35,10,1.1016,0.9907,3.645,4.2,2.7524,0.381,-0.548,0.0,-0.56,0.25,22.065,28.4302,21.1234,2.1333,7202.48,22.0
