cell_id,cycle,capacity,soh,voltage_mean,voltage_max,voltage_min,voltage_std,current_mean,current_max,current_min,current_std,temp_mean,temp_max,temp_min,temp_std,discharge_time,ambient_temperature
CS2_36,1,1.0871,1.002,3.6552,4.2,2.7553,0.3801,-0.5546,0.0,-0.56,0.25,22.1598,28.5555,20.9592,2.0548,7113.72,22.0
CS2_36,2,1.0782,0.9938,3.655,4.2,2.7499,0.3802,-0.5524,0.0,-0.56,0.25,21.8746,28.4278,21.0834,2.0144,7059.66,22.0
CS2_36,3,1.0808,0.9961,3.6491,4.2,2.7572,0.3803,-0.547,0.0,-0.56,0.25,21.9209,28.4235,21.0707,2.1081,7036.74,22.0
CS2_36,4,1.0816,0.9968,3.6528,4.2,2.7501,0.3804,-0.5515,0.0,-0.56,0.25,22.0531,28.673,21.2743,2.0711,7076.33,22.0
CS2_36,5,1.0761,0.9918,3.6567,4.2,2.752,0.3805,-0.5535,0.0,-0.56,0.25,22.1599,28.2936,21.0642,2.0714,7066.69,22.0
CS2_36,6,1.0803,0.9957,3.6537,4.2,2.7494,0.3806,-0.5553,0.0,-0.56,0.25,22.1643,28.7372,20.9365,2.036,7079.3,22.0
CS2_36,7,1.0779,0.9934,3.6486,4.2,2.7451,0.3807,-0.5445,0.0,-0.56,0.25,21.8768,28.7632,20.9818,2.0968,7052.54,22.0
CS2_36,8,1.0727,0.9887,3.6373,4.2,2.7435,0.3808,-0.5527,0.0,-0.56,0.25,22.0297,28.475,20.9713,2.1305,7037.08,22.0
CS2_36,9,1.0764,0.9921,3.6397,4.2,2.7462,0.3809,-0.5449,0.0,-0.56,0.25,21.8246,28.35,21.0027,2.1212,7038.99,22.0
CS2_36,10,1.0749,0.9907,3.6474,4.2,2.7455,0.381,-0.555,0.0,-0.56,0.25,22.1788,28.6765,21.045,2.0365,7031.2,22.0
CS2_36,11,1.075,0.9908,3.6411,4.2,2.7524,0.3811,-0.5403,0.0,-0.56,0.25,21.9578,28.5298,20.9989,2.0755,7038.58,22.0
CS2_36,12,1.0728,0.9887,3.6469,4.2,2.7497,0.3812,-0.5436,0.0,-0.56,0.25,22.1557,28.5422,21.0047,2.1395,7036.52,22.0
