cell_id,cycle,capacity,soh,voltage_mean,voltage_max,voltage_min,voltage_std,current_mean,current_max,current_min,current_std,temp_mean,temp_max,temp_min,temp_std,discharge_time,ambient_temperature
CS2_37,1,1.0884,0.9967,3.648,4.2,2.7519,0.3801,-0.5519,0.0,-0.56,0.25,21.8736,28.8549,21.0345,2.1216,7109.07,22.0
CS2_37,2,1.0886,0.9969,3.6527,4.2,2.7494,0.3802,-0.5451,0.0,-0.56,0.25,22.1991,28.3314,20.8899,2.1527,7124.77,22.0
CS2_37,3,1.0903,0.9984,3.6568,4.2,2.7564,0.3803,-0.5588,0.0,-0.56,0.25,22.0853,28.745,20.9843,2.0591,7122.17,22.0
CS2_37,4,1.0884,0.9967,3.6448,4.2,2.7492,0.3804,-0.5559,0.0,-0.56,0.25,22.0513,28.3812,20.8525,2.1405,7113.1,22.0
CS2_37,5,1.0862,0.9947,3.6483,4.2,2.7487,0.3805,-0.5492,0.0,-0.56,0.25,22.0991,28.7838,21.0843,2.1146,7097.6,22.0
CS2_37,6,1.0864,0.9949,3.6491,4.2,2.7586,0.3806,-0.5519,0.0,-0.56,0.25,21.7712,28.4446,20.9585,1.9894,7105.21,22.0
CS2_37,7,1.0848,0.9934,3.6488,4.2,2.7477,0.3807,-0.5477,0.0,-0.56,0.25,21.9036,28.5668,21.0475,2.0846,7086.64,22.0
CS2_37,8,1.0831,0.9919,3.6529,4.2,2.7576,0.3808,-0.5474,0.0,-0.56,0.25,22.2334,28.5487,21.0673,2.0955,7105.14,22.0
CS2_37,9,1.0847,0.9933,3.6441,4.2,2.7495,0.3809,-0.5408,0.0,-0.56,0.25,22.1156,28.3437,20.9537,2.0876,7091.89,22.0
CS2_37,10,1.0838,0.9925,3.6405,4.2,2.7498,0.381,-0.5496,0.0,-0.56,0.25,22.1627,28.3727,20.9923,2.0154,7104.05,22.0
CS2_37,11,1.0828,0.9916,3.646,4.2,2.7528,0.3811,-0.5586,0.0,-0.56,0.25,22.0916,28.4717,21.1297,2.1126,7114.12,22.0
CS2_37,12,1.0847,0.9933,3.6424,4.2,2.7469,0.3812,-0.5531,0.0,-0.56,0.25,22.1049,28.8087,20.9461,2.0905,7073.58,22.0
CS2_37,13,1.0832,0.9919,3.6468,4.2,2.7655,0.3813,-0.5528,0.0,-0.56,0.25,22.0337,28.4766,21.0249,2.0961,7105.22,22.0
CS2_37,14,1.0796,0.9886,3.6424,4.2,2.7453,0.3814,-0.5513,0.0,-0.56,0.25,21.9603,28.5337,20.9572,2.1373,7084.57,22.0
CS2_37,15,1.0772,0.9864,3.6476,4.2,2.7521,0.3815,-0.5551,0.0,-0.56,0.25,21.92,28.8679,21.1069,2.012,7040.17,22.0
CS2_37,16,1.0791,0.9882,3.6431,4.2,2.744,0.3816,-0.5477,0.0,-0.56,0.25,22.0124,28.8807,21.1363,2.0289,7061.18,22.0
CS2_37,17,1.0761,0.9854,3.6305,4.2,2.7462,0.3817,-0.5488,0.0,-0.56,0.25,21.9026,28.67,21.001,2.0958,7068.1,22.0
CS2_37,18,1.0745,0.984,3.6382,4.2,2.7527,0.3818,-0.5512,0.0,-0.56,0.25,22.1295,28.4782,21.0292,2.1828,7017.97,22.0
CS2_37,19,1.0742,0.9837,3.6472,4.2,2.7513,0.3819,-0.5541,0.0,-0.56,0.25,21.9903,28.5342,21.027,2.1028,7007.16,22.0
CS2_37,20,1.0735,0.983,3.6351,4.2,2.7472,0.382,-0.5551,0.0,-0.56,0.25,22.2153,28.7419,21.1944,2.1373,7047.99,22.0
CS2_37,21,1.0706,0.9804,3.6414,4.2,2.7596,0.3821,-0.5512,0.0,-0.56,0.25,21.9806,28.8571,20.9844,2.0982,7011.21,22.0
CS2_37,22,1.0694,0.9793,3.6221,4.2,2.7477,0.3822,-0.5547,0.0,-0.56,0.25,21.8991,28.7456,20.9687,2.0443,7001.82,22.0
CS2_37,23,1.0726,0.9823,3.6395,4.2,2.7524,0.3823,-0.5578,0.0,-0.56,0.25,22.0235,28.6126,21.0553,2.0913,7013.89,22.0
CS2_37,24,1.0708,0.9805,3.6454,4.2,2.7497,0.3824,-0.5445,0.0,-0.56,0.25,21.9076,28.4367,20.973,2.0737,7014.92,22.0
CS2_37,25,1.0717,0.9814,3.6449,4.2,2.7431,0.3825,-0.552,0.0,-0.56,0.25,22.286,28.6922,21.068,2.0757,7017.1,22.0
CS2_37,26,1.0724,0.982,3.6391,4.2,2.76,0.3826,-0.5603,0.0,-0.56,0.25,22.0363,28.6766,20.9585,2.019,7021.83,22.0
CS2_37,27,1.0679,0.978,3.6466,4.2,2.7466,0.3827,-0.5548,0.0,-0.56,0.25,22.1334,28.7204,21.0483,2.0865,7004.98,22.0
